smiles,carcino,dili,genotox
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,,1.0,0.0
CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,,1.0,0.0
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12,,1.0,0.0
CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,,1.0,0.0
O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,,1.0,
NC(N)=Nc1nc(CSCCN=CNS(=O)(=O)c2ccc(Br)cc2)cs1,,1.0,
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,,1.0,
CCN(CCCc1ccccc1)CCCc1ccccc1,,1.0,
CC1C(=O)OC2CCn3ccc(c32)COC(=O)C(C)(O)C1(C)O,,1.0,
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,,1.0,0.0
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,,1.0,
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],,1.0,
CNCCC(Oc1cccc2ccccc12)c1cccs1,,1.0,0.0
OC(CNc1ccccn1)c1ccccc1,,1.0,
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,,1.0,
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,,1.0,
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,,1.0,
Oc1cccc2cc3cccc(O)c3c(O)c12,,1.0,0.0
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,,1.0,
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,,1.0,
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O,,1.0,
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,1.0,0.0
CC1OC1P(=O)(O)O,,1.0,0.0
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,,1.0,
CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,,1.0,
Nc1c2c(nc3ccccc13)CCCC2,,1.0,0.0
COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,,1.0,
Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,,1.0,0.0
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,,1.0,0.0
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,,1.0,
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,,1.0,
O=C(O)CCCCC1SCC2NC(=O)NC21,,1.0,
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,,1.0,
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,,1.0,0.0
CN1Cc2c(N)cccc2C(c2ccccc2)C1,,1.0,
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,,1.0,0.0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,,1.0,0.0
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,,1.0,0.0
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,,1.0,
O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,,1.0,0.0
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,,1.0,
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,,1.0,1.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,1.0,0.0
CCOC(=O)Nc1c[n+](N2CCOCC2)no1,,1.0,
C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,,1.0,
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,,1.0,
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,1.0,
Clc1ccc2nsnc2c1NC1=NCCN1,,1.0,0.0
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,,1.0,
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,,1.0,0.0
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,,1.0,1.0
CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,,1.0,
Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,,1.0,0.0
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,,1.0,
COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,,1.0,
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,,1.0,0.0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,,1.0,0.0
NC1=NCC2c3ccccc3Cc3ccccc3N12,,1.0,0.0
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,,1.0,
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,,1.0,
COc1cccc2c1C1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)CC1CO2,,1.0,
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,,1.0,
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,,1.0,0.0
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,,1.0,
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,,1.0,
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,,1.0,
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,,1.0,1.0
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,,1.0,
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,1.0,0.0
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,,1.0,0.0
O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,,1.0,0.0
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,,1.0,
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,,1.0,
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,,1.0,0.0
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,,1.0,1.0
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,,1.0,
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,,1.0,
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,,1.0,
CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,,1.0,0.0
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,,1.0,0.0
CON=C(N)c1ccc(-c2ccc(-c3ccc(C(N)=NOC)cc3)o2)cc1,,1.0,
O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,,1.0,
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,1.0,0.0
COc1ccc(CN2CCNCC2)c(OC)c1OC,,1.0,
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,,1.0,
CCCN(CCC)CCc1cccc2c1CC(=O)N2,,1.0,0.0
COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,,1.0,
C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4,,1.0,
CN1CCN2c3ccccc3Cc3ccccc3C2C1,,1.0,
CC1OC(C2C=C(F)C(=O)NC2=O)C(O)C1O,,1.0,
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,1.0,0.0
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,,1.0,
NS(=O)(=O)Cc1noc2ccccc12,,1.0,
O=c1[nH]c2cc(Cl)ccc2o1,,1.0,
CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,1.0,0.0
Cc1ccc(-n2[nH]c(C)c(NN=C3C=CC=C(c4cccc(C(=O)O)c4)C3=O)c2=O)cc1C,,1.0,
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,,1.0,0.0
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,,1.0,
COc1c(O)ccc2c1C13CCN(CC4CC4)C(C2)C12CCC(OC)(C3)C(C(C)(O)C(C)(C)C)C2,,1.0,
Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C,,1.0,
CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,,1.0,0.0
COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,,1.0,
Cc1ncc(COP(=O)(O)O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)(O)O)cnc(C)c2O)CC(=O)O)c1O,,1.0,
CCN(CC)CCCC(C)NC1C2CCC(Cl)CC2NC2CCC(OC)CC21,,1.0,
C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC,,1.0,0.0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,,1.0,
CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1,,1.0,
COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,,1.0,0.0
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,,1.0,
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,,1.0,
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,,1.0,
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,,1.0,
COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1,,1.0,
CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,,1.0,
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,,1.0,1.0
NNc1nncc2ccccc12,,1.0,
C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,,1.0,
CN1CCN2c3ncccc3Cc3ccccc3C2C1,,1.0,
Nc1cc(-c2ccncc2)c[nH]c1=O,,1.0,1.0
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,,1.0,0.0
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,,1.0,0.0
CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,,1.0,
COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,1.0,
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,,1.0,1.0
Cc1cn[nH]c1,,1.0,
CN1CCOC(c2ccccc2)c2ccccc2C1,,1.0,
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,,1.0,1.0
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,,1.0,0.0
COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,,1.0,
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,,1.0,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,,1.0,
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,,1.0,0.0
CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,,1.0,
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1,,1.0,
COc1c2occc2cc2ccc(=O)oc12,,1.0,
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,,1.0,
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,,1.0,0.0
CCC1(O)C(=O)OCc2c1cc1n(c2=O)CC2CC3CCCCC3NC12,,1.0,
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,,1.0,
COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,,1.0,
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,,1.0,
Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12,,1.0,
Nc1ccc(N=Nc2ccccc2)c(N)n1,,1.0,
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,,1.0,
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,,1.0,
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,,1.0,
CCC(c1ccccc1)c1c(O)oc2ccccc2c1=O,,1.0,
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,,1.0,
C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,,1.0,1.0
C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,,1.0,
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,,1.0,0.0
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,,1.0,
CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,,1.0,
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,,1.0,0.0
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,,1.0,
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,,1.0,0.0
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,,1.0,
CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1,,1.0,
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,1.0,
CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,,1.0,
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,,1.0,
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,,1.0,
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,,1.0,
COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,,1.0,
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,,1.0,
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,,1.0,
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,,1.0,
CN(C)CCC=C1c2ccccc2CSc2ccccc21,,1.0,
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,,1.0,
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,,1.0,
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,,1.0,0.0
O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,,1.0,
CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,,1.0,
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,,1.0,1.0
O=C(O)C1=CC(=NNc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,,1.0,1.0
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,,1.0,
O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,,1.0,
CN(C)NN=C1N=CN=C1C(N)=O,,1.0,
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1,,1.0,
O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,,1.0,0.0
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,,1.0,
O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21,,1.0,
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,,1.0,
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,,1.0,
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,,1.0,0.0
O=c1ncnc2[nH][nH]cc1-2,,1.0,
CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,,1.0,
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,,1.0,
CN(C)CCC=C1c2ccccc2COc2ccccc21,,1.0,
CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)=C(O)O1,,1.0,0.0
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,,1.0,0.0
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,,1.0,
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,,1.0,
CC1=C(CC(=O)NCc2ccccc2)c2cc(F)ccc2C1=Cc1ccncc1,,1.0,
O=C1c2c(O)cccc2Cc2cccc(O)c21,,1.0,0.0
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,,1.0,
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,,1.0,0.0
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C,,1.0,
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,,1.0,
Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,,1.0,
CCC(=C(CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,,1.0,
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,,1.0,
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,,1.0,
CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,,1.0,
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,,1.0,0.0
CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)[S+](=O)([O-])c1ccc(N)cc1,,1.0,
CC(c1cc2ccccc2s1)N(O)C(N)=O,,1.0,0.0
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,,1.0,
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,,1.0,
CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC1OC(C(=O)O)C(O)C(O)C1O,,1.0,
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,,1.0,0.0
N=C(N)c1ccc2cc(OC(=O)c3ccc(N=C(N)N)cc3)ccc2c1,,1.0,
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,,1.0,
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,,1.0,
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,,1.0,
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,,1.0,0.0
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,,1.0,0.0
CC1=CC(=O)c2ccccc2C1=O,,1.0,
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,,1.0,
CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,,1.0,
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,,1.0,
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,,1.0,
NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,,1.0,0.0
Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,,1.0,
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,,1.0,
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,,1.0,
O=C(CC1NCCCC1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,,1.0,
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O,,1.0,
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,,1.0,
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,,1.0,
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,,1.0,
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,,1.0,
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,,1.0,
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,,1.0,
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,,1.0,
CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O,,1.0,
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,,1.0,
CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,,1.0,
COc1c(OC2OC(CO)C(O)C(O)C2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,,1.0,
CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,,1.0,0.0
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,,1.0,
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,1.0,
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,1.0,
O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,,1.0,
O=C(C[S+]([O-])Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1,,1.0,
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,,1.0,
Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,,1.0,
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,,1.0,
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,,1.0,
CC(=O)NC1C(O)OC(CO)C(O)C1OC1OC(C(=O)O)C(OC2OC(CO)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C2NC(C)=O)C(O)C1O,,1.0,
O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,,1.0,
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,,1.0,
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,,1.0,
