smiles,carcino,dili,genotox
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.0,,
COC(=O)C1=CCCN(N=O)C1,0.0,,
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.0,,
Cn1cc(C(=O)C2CCc3nc[nH]c3C2)c2ccccc21,0.0,,
CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1,0.0,,
NC1=NC(=O)C(c2ccccc2)O1,0.0,1.0,
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0.0,1.0,0.0
CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,0.0,,1.0
O=NN1CCOC(O)C1,0.0,,
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0.0,,0.0
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0.0,,
c1ccc([SnH](c2ccccc2)c2ccccc2)cc1,0.0,,
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,0.0,0.0,
O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0.0,1.0,
O=NN1CN2CN(C1)CN(N=O)C2,0.0,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,0.0,,
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1,0.0,1.0,
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)(C)CN(C)Cc2ccccc2)C1c1cc([N+](=O)[O-])ccc1F,0.0,,
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,,1.0,
N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,,1.0,
CC(C)Cc1ccc(CC(=O)O)cc1,,1.0,
Nc1ccc(S(N)(=O)=O)cc1,,1.0,
CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,,1.0,
CC(C)NNC(=O)COc1ccc(Cl)cc1,,1.0,
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,,1.0,1.0
Oc1ccc(Br)cc1,,1.0,
CC(NN)c1ccccc1,,1.0,
CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,,1.0,0.0
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,,1.0,0.0
CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,,1.0,
COCCc1ccc(OCC(O)CNC(C)C)cc1,,1.0,0.0
Nc1ccc(O)c(C(=O)O)c1,,1.0,0.0
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,,1.0,0.0
NCC(CC(=O)O)c1ccc(Cl)cc1,,1.0,
Cc1ccc(C(C)C)c(O)c1,,1.0,0.0
O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],,1.0,
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,,1.0,
O=C(O)CCCc1ccccc1,,1.0,
CC(=O)Nc1cc([As](=O)(O)O)ccc1O,,1.0,
CC(C)c1cccc(C(C)C)c1O,,1.0,0.0
NC(Cc1ccc(O)cc1)C(=O)O,,1.0,
Brc1ccccc1,,1.0,1.0
S=C=Nc1ccccc1,,1.0,
CC(COc1ccccc1)NN,,1.0,
NC(C(=O)O)C(O)c1ccc(O)c(O)c1,,1.0,
CCN(CC)CCNC(=O)c1ccc(N)cc1,,1.0,
NNCCc1ccccc1,,1.0,
NC(=O)c1ccccc1O,,1.0,
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,,1.0,
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],,1.0,0.0
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,,1.0,
Oc1ccccc1Br,,1.0,
Cc1cccc(C)c1OCC(C)N,,1.0,
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,,1.0,
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,,1.0,
Nc1ccc(C(=O)O)c(O)c1,,1.0,
N=C(O)NS(=O)(=O)c1ccc(N)cc1,,1.0,
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,,1.0,
CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,,1.0,
CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,,1.0,0.0
CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,,1.0,
O=C(O)C(S)C(S)C(=O)O,,1.0,
CCC(CO)NCCNC(CC)CO,,1.0,
CC(=O)NCCCS(=O)(=O)O,,1.0,0.0
FC(F)(F)C(Cl)Br,,1.0,
CC(C)C(Br)C(=O)NC(N)=O,,1.0,
ClC(Cl)=C(Cl)Cl,,1.0,0.0
FCOC(C(F)(F)F)C(F)(F)F,,1.0,0.0
FC(F)OC(F)C(F)(F)F,,1.0,0.0
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,,1.0,
FC(F)OC(F)(F)C(F)Cl,,1.0,
NC(CSCCCO)C(=O)O,,1.0,
CNCC(O)C(O)C(O)C(O)CO,,1.0,
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,,1.0,
OCC(O)CO,,1.0,
FC(F)OC(Cl)C(F)(F)F,,1.0,
CCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C,,1.0,
CCCCC(F)F,,1.0,
CS(=O)(=O)OCCOS(C)(=O)=O,,1.0,
C[N+](C)(C)CCOP(=O)(O)OCC(COC=O)OC=O,,1.0,
COC(F)(F)C(Cl)Cl,,1.0,
COCC(=O)O,,1.0,
OC(O)C(Cl)(Cl)Cl,,1.0,1.0
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,,1.0,
CN(C)N=O,,1.0,1.0
NC(=O)NO,,1.0,1.0
CC(C)(S)C(N)C(=O)O,,1.0,0.0
ClC(Cl)(Cl)Cl,,1.0,1.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,,1.0,
ClC=C(Cl)Cl,,1.0,
CC(S)C(=O)NCC(=O)O,,1.0,
OCCOCCOCCOCCOCCOCCOCCOCCOCCO,,1.0,
NC(=O)CCC(N)C(=O)O,,1.0,0.0
NCC(=O)CCC(=O)O,,1.0,
C=CCOC=O,,1.0,
NC(=O)c1cccnc1,,1.0,
CC(C)NNC(=O)c1ccncc1,,1.0,
O=C(O)c1cccnc1,,1.0,0.0
CNCCc1ccccn1,,1.0,
CCCc1cc(C(N)=S)ccn1,,1.0,
CNC(=O)OCc1cccc(COC(=O)NC)n1,,1.0,
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,,1.0,
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,,1.0,0.0
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,,1.0,
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,1.0,
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,,1.0,0.0
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,,1.0,1.0
O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,,1.0,
Cc1cn(C2OC(CO)C(O)C2F)c(=O)[nH]c1=O,,1.0,
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,,1.0,1.0
O=c1[nH]c(=O)n(C2OC(CO)C(O)C2F)cc1I,,1.0,
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,,1.0,1.0
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,,1.0,
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,,1.0,
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)NCCS(=O)(=O)O,,1.0,
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,,1.0,0.0
O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,,1.0,
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,,1.0,
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,,1.0,0.0
COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12,,1.0,
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,,1.0,
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,,1.0,
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,,1.0,0.0
C#CC1(O)CCC2C3CCc4cc(OS(=O)(=O)O)ccc4C3CCC21C,,1.0,
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,,1.0,
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,,1.0,
c1ccc2c(c1)Nc1ccccc1S2,,1.0,
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,1.0,
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,,1.0,
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,,1.0,
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2OC(C)=O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,,1.0,
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)CC(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)CC1(C)O,,1.0,
CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,,1.0,
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,1.0,
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,1.0,
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,1.0,
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,1.0,
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,,1.0,0.0
CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,,1.0,
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,,1.0,
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,,1.0,0.0
COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,,1.0,
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,,1.0,0.0
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,,1.0,0.0
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,,1.0,
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,,1.0,
CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,,1.0,
O=NN(CCCl)C(=O)NC1CCCCC1,,1.0,
NC1CCCCC1N,,1.0,
CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,,1.0,
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,,1.0,
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,1.0,
Cc1cccc(Nc2ccccc2C(=O)O)c1C,,1.0,
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,,1.0,
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,,1.0,
COc1ccc2cc(C(C)C(=O)O)ccc2c1,,1.0,
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,,1.0,0.0
S=C=Nc1cccc2ccccc12,,1.0,
COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,,1.0,
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,,1.0,
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,,1.0,
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,,1.0,
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,,1.0,
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,,1.0,
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,,1.0,
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,,1.0,
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,,1.0,
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,,1.0,0.0
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,,1.0,0.0
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,1.0,0.0
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,1.0,0.0
CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,,1.0,1.0
Nc1ncnc2c1ncn2CCOCP(=O)(O)O,,1.0,
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,,1.0,1.0
Cc1ncsc1CCCl,,1.0,
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,,1.0,0.0
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,,1.0,0.0
Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,,1.0,
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,1.0,
Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,,1.0,
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,,1.0,
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,,1.0,0.0
CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,,1.0,
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O,,1.0,
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC=CC(O)(CC)CC)CC(O)CC1O,,1.0,
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,,1.0,
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,,1.0,
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,,1.0,
O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,,1.0,
Cc1cc(Br)c(O)c2ncccc12,,1.0,
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,1.0,
CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,,1.0,
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,,1.0,
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,,1.0,
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,,1.0,
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,,1.0,
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,,1.0,
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],,1.0,
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,,1.0,
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,,1.0,0.0
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,,1.0,
CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,,1.0,
COC(=O)Nc1nc2ccccc2[nH]1,,1.0,
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,,1.0,
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,,1.0,
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,,1.0,
CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O,,1.0,0.0
CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,,1.0,
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,,1.0,
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,,1.0,
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,,1.0,0.0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,,1.0,
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,,1.0,
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,,1.0,
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,,1.0,1.0
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,,1.0,
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,,1.0,
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,1.0,
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,1.0,
CC(N)C(=O)NC(C)C(=O)NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC21,,1.0,0.0
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,,1.0,
CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,,1.0,
Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,,1.0,1.0
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,,1.0,1.0
CNCCC(Oc1ccccc1C)c1ccccc1,,1.0,0.0
OCC1OC(O)(CO)C(O)C1O,,1.0,
O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O,,1.0,
CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,,1.0,
CCC(CC)C(NC(C)=O)C1C(N=C(N)N)CC(C(=O)O)C1O,,1.0,
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,,1.0,
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,,1.0,
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,,1.0,
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,,1.0,
CCN(CC)C(=O)N1CCN(C)CC1,,1.0,
NC1C(O)OC(CO)C(O)C1O,,1.0,
OCC1OC(O)CC(O)C1O,,1.0,
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,,1.0,
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,,1.0,
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,,1.0,
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,,1.0,
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,,1.0,
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,1.0,
CN(C)CCC=C1c2ccccc2CCc2ccccc21,,1.0,
CNCCC=C1c2ccccc2CCc2ccccc21,,1.0,
OC1COC2C(O)COC12,,1.0,
O=[N+]([O-])OC1COC2C(O)COC12,,1.0,
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,,1.0,
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,,1.0,
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,,1.0,
CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,,1.0,
CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(Cl)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,,1.0,0.0
C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,,1.0,0.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,,1.0,
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,,1.0,
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,,1.0,
CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C21,,1.0,
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,,1.0,
CN(C)CCN(Cc1ccccc1)c1ccccn1,,1.0,
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,,1.0,0.0
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,,1.0,
COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,,1.0,
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,,1.0,1.0
NC(=O)c1cnccn1,,1.0,
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,,1.0,
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,,1.0,
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,,1.0,
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,,1.0,
O=c1cc[nH]c(=O)[nH]1,,1.0,
C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,,1.0,
C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C,,1.0,
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,,1.0,
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,,1.0,
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(N)=O)C(O)C5(CC)C=CCN6CCC43C65)C2)C1,,1.0,
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,,1.0,1.0
CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,,1.0,1.0
Nc1nc(=O)c2ncn(COCCO)c2[nH]1,,1.0,
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,,1.0,
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,,1.0,
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,,1.0,0.0
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,,1.0,0.0
NC(=O)CN1CCCC1=O,,1.0,
CCC(C(N)=O)N1CCCC1=O,,1.0,
S=c1nc[nH]c2nc[nH]c12,,1.0,1.0
Nc1nc(=S)c2[nH]cnc2[nH]1,,1.0,1.0
COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,,1.0,
Clc1ccccc1CN1CCc2sccc2C1,,1.0,
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,,1.0,
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,,1.0,
O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,,1.0,
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,,1.0,
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,,1.0,
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,1.0,
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,,1.0,
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,,1.0,0.0
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,,1.0,0.0
CCOC(=O)n1ccn(C)c1=S,,1.0,
Cn1cc[nH]c1=S,,1.0,
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,,1.0,0.0
Cn1cnc2c1c(=O)[nH]c(=O)n2C,,1.0,
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,,1.0,
NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,,1.0,
COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,,1.0,1.0
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,,1.0,1.0
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,,1.0,
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,,1.0,
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,,1.0,
CN(C)CCCN1c2ccccc2CCc2ccccc21,,1.0,
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,1.0,
O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,,1.0,
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,,1.0,
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,,1.0,
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,,1.0,
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,,1.0,
CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,,1.0,
