stdsmiles_v2,smiles_tautomer,carcino,dili,genotox
Cc1cccc(C)c1OCC(C)N,Cc1cccc(C)c1OCC(C)N,,1.0,
Nc1cc([N+](=O)[O-])ccc1O,Nc1cc([N+](=O)[O-])ccc1O,1.0,,0.0
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,,1.0,
CC(=O)Nc1ccc(C(=O)CCl)cc1,CC(=O)Nc1ccc(C(=O)CCl)cc1,0.0,,
COc1ccccc1N,COc1ccccc1N,1.0,,0.0
C=Cc1ccccc1S(=O)(=O)O,C=Cc1ccccc1S(=O)(=O)O,,0.0,
O=C1CCc2ccccc2O1,O=C1CCc2ccccc2O1,1.0,,0.0
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,,0.0,0.0
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,,1.0,
CC(Cc1ccccc1)NC(=O)C(N)CCCCN,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,,,0.0
CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,,0.0,
O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,0.0,,
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,,0.0,
COP(C)(=O)OC,COP(C)(=O)OC,1.0,,
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,CCCC1OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,1.0,0.0,0.0
Cc1ccc(C)c(N)c1,Cc1ccc(C)c(N)c1,1.0,,
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,,1.0,0.0
Cc1ccc(N)cc1N,Cc1ccc(N)cc1N,1.0,,0.0
C=C(C)C(=O)OCC1CO1,C=C(C)C(=O)OCC1CO1,,,1.0
CCCCCCCCC=CCCCCCCCC(=O)OCCN,CCCCCCCCC=CCCCCCCCC(=O)OCCN,,0.0,
C[N+](C)(C)CCOC(N)=O,C[N+](C)(C)CCOC(N)=O,,0.0,
COCC(NC(C)=O)C(=O)NCc1ccccc1,COCC(NC(C)=O)C(=O)NCc1ccccc1,,,0.0
O=C1NC2NC(=O)NC2N1,O=C1NC2NC(=O)NC2N1,,,0.0
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,,0.0,
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,,,0.0
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,,1.0,
CCCc1cc(C(N)=S)ccn1,CCCc1cc(C(N)=S)ccn1,,1.0,
CC(O)CNC(=O)N(N=O)C(C)Cl,CC(O)CNC(=O)N(N=O)C(C)Cl,1.0,,
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,,1.0,
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,,1.0,
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,,,1.0
NC(=O)NO,NC(O)=NO,,1.0,1.0
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,,0.0,
O=C1NCCN1N=Cc1ccc([N+](=O)[O-])o1,O=C1NCCN1N=Cc1ccc([N+](=O)[O-])o1,1.0,,
Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,,0.0,
CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,,0.0,0.0
Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,1.0,,
CC12CCCCCC(Cc3ccc(O)cc31)C2N,CC12CCCCCC(Cc3ccc(O)cc31)C2N,,0.0,
NNc1nc(-c2ccccc2)cs1,NNc1nc(-c2ccccc2)cs1,0.0,,
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,0.0,
Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1,Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1,1.0,,
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,0.0,,0.0
C=CC(O)c1ccc2c(c1)OCO2,C=CC(O)c1ccc2c(c1)OCO2,1.0,,
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,1.0,,
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,,0.0,
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(O)cc2S(=O)(=O)[O-])cc1,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccc(O)cc2S(=O)(=O)[O-])cc1,0.0,,1.0
CC(C)(S)C(N)C(=O)O,CC(C)(S)C(N)C(=O)O,,1.0,0.0
C=C(C)C(=O)OC,C=C(C)C(=O)OC,0.0,,
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,,0.0,
Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,,,1.0
CC[N+](C)(C)c1cccc(O)c1,CC[N+](C)(C)c1cccc(O)c1,,0.0,
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,,1.0,0.0
NCCc1ccc(O)c(O)c1,NCCc1ccc(O)c(O)c1,0.0,,0.0
CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,0.0,1.0,0.0
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,1.0,1.0,1.0
Brc1cc(Br)c2cccnc2c1,Brc1cc(Br)c2cccnc2c1,0.0,,
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0.0,,
ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,,1.0,1.0
CN(N=O)C(=N)N[N+](=O)[O-],CN(N=O)C(=N)N[N+](=O)[O-],,,1.0
O=C(CCCCCCC(=O)Nc1ccccc1)NO,O=C(CCCCCCC(O)=NO)Nc1ccccc1,,,1.0
CC(O)c1ccccc1,CC(O)c1ccccc1,1.0,,
C=CCN(N=O)C(N)=O,C=CCN(N=O)C(N)=O,1.0,,
ClCC(Br)CBr,ClCC(Br)CBr,1.0,,0.0
O=C(O)CC[N+](=O)[O-],O=C(O)CC[N+](=O)[O-],0.0,,
CCN(CC)N=O,CCN(CC)N=O,1.0,,
Nc1nc2[nH]cc(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,,,1.0
CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,,,0.0
CN(C)CCN(C)N=O,CN(C)CCN(C)N=O,1.0,,
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,,1.0,
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,,1.0,1.0
CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,0.0,,
CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,0.0,,
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,,1.0,
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,,1.0,
O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,0.0,,
COc1cccc2c1C1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)CC1CO2,COc1cccc2c1C1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)CC1CO2,,1.0,
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,,,0.0
N=C(N)NN=Cc1c(Cl)cccc1Cl,N=C(N)NN=Cc1c(Cl)cccc1Cl,,0.0,
Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,1.0,,
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,,1.0,
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,,1.0,
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,,1.0,
CCCCCCc1ccc(O)cc1O,CCCCCCc1ccc(O)cc1O,0.0,,1.0
O=c1[nH]c(=O)n(C2CCCO2)cc1F,O=c1[nH]c(=O)n(C2CCCO2)cc1F,0.0,1.0,
CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,,0.0,0.0
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,,0.0,0.0
CCC(C)=NO,CCC(C)=NO,1.0,,0.0
Cc1cc(Cl)ccc1OCC(=O)O,Cc1cc(Cl)ccc1OCC(=O)O,0.0,,
C=CN1CCCC1=O,C=CN1CCCC1=O,1.0,,
Nc1ccc(O)c([N+](=O)[O-])c1,Nc1ccc(O)c([N+](=O)[O-])c1,1.0,,1.0
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,,1.0,
NC(CCC(=O)O)C(=O)O,NC(CCC(=O)O)C(=O)O,0.0,0.0,
NC1=NCC2c3ccccc3Cc3ccccc3N12,NC1=NCC2c3ccccc3Cc3ccccc3N12,,1.0,0.0
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,,0.0,
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,,,0.0
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.0,0.0,
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)Cc3ccccc3)CCC12,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)Cc3ccccc3)CCC12,,0.0,
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,,1.0,
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,C=c1c(C(=O)NCCN(CC)CC)c(C)[nH]c1=Cc1c(O)[nH]c2ccc(F)cc12,,1.0,
COc1ccc(OC)c(C(O)C(C)N)c1,COc1ccc(OC)c(C(O)C(C)N)c1,,0.0,
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,,0.0,0.0
c1ccc2[nH]c(-c3cscn3)nc2c1,c1ccc2[nH]c(-c3cscn3)nc2c1,0.0,1.0,1.0
CN(N=O)c1ccccn1,CN(N=O)c1ccccn1,1.0,,
CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCC(N)C(=O)O)NC1C(=O)O,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCC(N)C(=O)O)NC1C(=O)O,,0.0,
c1ccc2c(c1)Nc1ccccc1S2,c1ccc2c(c1)Nc1ccccc1S2,,1.0,
CC1(C)Cc2cccc(O)c2O1,CC1(C)Cc2cccc(O)c2O1,,,0.0
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,,,1.0
CCCCCCCN,CCCCCCCN,0.0,,
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,,0.0,0.0
NC(=O)OCC(COC(N)=O)c1ccccc1,NC(=O)OCC(COC(N)=O)c1ccccc1,1.0,1.0,
NC(=NO)c1ccc([N+](=O)[O-])o1,NC(=NO)c1ccc([N+](=O)[O-])o1,0.0,,
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0.0,1.0,0.0
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,,0.0,
C#CC1(O)CCC2C3CCc4cc(OS(=O)(=O)O)ccc4C3CCC21C,C#CC1(O)CCC2C3CCc4cc(OS(=O)(=O)O)ccc4C3CCC21C,,1.0,
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,0.0,1.0,
CN(N=O)C(=O)Nc1nc2ccccc2s1,CN(N=O)C(=O)Nc1nc2ccccc2s1,1.0,,
O=C(O)Cc1ccccc1,O=C(O)Cc1ccccc1,,0.0,
O=NN1CCCC1C(=O)O,O=NN1CCCC1C(=O)O,0.0,,
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,,1.0,0.0
c1nnc(NCNc2nncs2)s1,c1nnc(NCNc2nncs2)s1,,,1.0
CCOC(Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,CCOC(Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,,0.0,
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,0.0,0.0
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,,1.0,0.0
O=C1OC(O)C(C(Cl)Cl)=C1Cl,O=C1OC(O)C(C(Cl)Cl)=C1Cl,1.0,,0.0
O=NN1CCCC1,O=NN1CCCC1,1.0,,
CCNC(=O)N(CCO)N=O,CCNC(=O)N(CCO)N=O,1.0,,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,,0.0,0.0
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,,0.0,1.0
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,,0.0,
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,,1.0,1.0
COC(=O)c1ccc(C(=O)OC)cc1,COC(=O)c1ccc(C(=O)OC)cc1,0.0,,
O=C(O)C(CC(=O)N1CC2CCCCC2C1)Cc1ccccc1,O=C(O)C(CC(=O)N1CC2CCCCC2C1)Cc1ccccc1,,0.0,
CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,,,1.0
c1cc(OCC2CO2)cc(OCC2CO2)c1,c1cc(OCC2CO2)cc(OCC2CO2)c1,1.0,,1.0
O=C(O)c1ccccc1,O=C(O)c1ccccc1,0.0,0.0,
COc1c(OC)c(O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1OC,COc1c(OC)c(O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1OC,,,1.0
Oc1cccc(O)c1O,Oc1cccc(O)c1O,,,0.0
OCCSCCCCCCCCCCSCCO,OCCSCCCCCCCCCCSCCO,,0.0,
Nc1ccn(C2CCC(CO)O2)c(=O)n1,Nc1ccn(C2CCC(CO)O2)c(=O)n1,,,1.0
NC(=O)CC(N)=O,NC(=O)CC(N)=O,,,0.0
Cc1ccc(Cl)cc1N,Cc1ccc(Cl)cc1N,0.0,,
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,,0.0
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,0.0,,
CC=CC=CC(=O)O,CC=CC=CC(=O)O,0.0,,1.0
NC(Cc1ccc(O)c(O)c1)C(=O)O,NC(Cc1ccc(O)c(O)c1)C(=O)O,0.0,,
CC(C)=CCCC(C)=CC=O,CC(C)=CCCC(C)=CC=O,0.0,,0.0
CCCCCC=CCC=CCCCCCCCC(=O)OC,CCCCCC=CCC=CCCCCCCCC(=O)OC,0.0,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,,1.0,
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,,0.0,
Nc1ccc(C(=O)O)c(O)c1,Nc1ccc(C(=O)O)c(O)c1,,1.0,
CC1OC2(CS1)CN1CCC2CC1,CC1OC2(CS1)CN1CCC2CC1,0.0,,0.0
Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,C=c1cc(C)[nH]c1=Cc1c(O)[nH]c2ccccc12,,1.0,
N=C(O)NS(=O)(=O)c1ccc(N)cc1,NC(=O)NS(=O)(=O)c1ccc(N)cc1,,1.0,
OCc1ccccc1,OCc1ccccc1,0.0,,0.0
COP(=O)(OC)OC,COP(=O)(OC)OC,0.0,,1.0
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,,0.0,0.0
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,,1.0,
COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,,1.0,
O=[N+]([O-])C=Cc1ccco1,O=[N+]([O-])C=Cc1ccco1,,,0.0
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,,0.0,
Nc1ncnc2c1ncn2C1CCC(CO)O1,Nc1ncnc2c1ncn2C1CCC(CO)O1,,,1.0
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,,1.0,
CCCCCC(C=CC=CCCCCCCCC(=O)OC)OO,CCCCCC(C=CC=CCCCCCCCC(=O)OC)OO,0.0,,
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21CC,,1.0,0.0
CNC(=O)Oc1cccc2c1OC(C)(C)C2=O,CNC(=O)Oc1cccc2c1OC(C)(C)C2=O,,,0.0
Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,,1.0,0.0
COc1ccc(C)cc1N,COc1ccc(C)cc1N,1.0,,1.0
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,,0.0,
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,,0.0,
COc1cc2c(c3oc(=O)c4c(c13)CCC4O)C1C=COC1O2,COc1cc2c(c3oc(=O)c4c(c13)CCC4O)C1C=COC1O2,1.0,,
CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,,,0.0
C1CCOC1,C1CCOC1,1.0,,
COCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,COCC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOC)c3csc(N)n3)C2SC1,,0.0,0.0
CCCCNC(=O)OCC#CI,CCCCNC(=O)OCC#CI,,,0.0
Nc1nc(=S)c2[nH]cnc2[nH]1,Nc1nc(=S)c2[nH]cnc2[nH]1,,1.0,1.0
Nc1cccc(N)c1,Nc1cccc(N)c1,0.0,,
C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C,C#CC1(O)CCC2C3C(C)C=C4CC(=O)CCC4C3CCC21C,,1.0,
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,,0.0,
CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,,,1.0
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,,0.0,
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,1.0,,
CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,,1.0,
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,,0.0,
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(N=C(N)N)cc2)cc1,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(N=C(N)N)cc2)cc1,0.0,,
CCC(=O)O,CCC(=O)O,,0.0,
